Geneid	Chr	Start	End	Strand	Length	cont_1	cont_2	cont_3	KD_1	KD_2	KD_3
ENSMUSG00000061388	5;5;5;5;5;5;5;5;5;5;5;5;5	88237107;88238922;88242113;88242863;88242966;88244119;88245666;88246016;88247968;88248091;88249976;88251237;88253164	88237190;88238984;88242139;88242886;88243007;88244151;88245689;88247428;88247991;88248135;88250020;88251347;88253451	+;+;+;+;+;+;+;+;+;+;+;+;+	2223	0	1	0	0	0	0
ENSMUSG00000002240	5;5;5;5;5;5	88254711;88264697;88266633;88270283;88271655;88275323	88254917;88264758;88266656;88270306;88272584;88275411	+;+;+;+;+;+	1336	0	0	0	0	0	0
ENSMUSG00000067156	5	88279460	88280737	+	1278	0	0	0	0	0	0
ENSMUSG00000009580	5;5;5;5;5;5;5;5;5;5;5;5	88314054;88314720;88314879;88315581;88316345;88316965;88318391;88319112;88320377;88321341;88321708;88322714	88314071;88314787;88314920;88315628;88316575;88317009;88318492;88319159;88320448;88321493;88321770;88323197	+;+;+;+;+;+;+;+;+;+;+;+	1374	0	0	2	0	0	0
ENSMUSG00000001622	5;5;5;5;5	88354604;88356597;88358749;88360323;88361384	88354703;88358279;88359842;88361290;88361690	+;+;+;+;+	4152	10	6	6	8	3	6
ENSMUSG00000055961	5	88392510	88395374	+	2865	0	0	0	0	0	0
ENSMUSG00000007457	5;5;5	88398484;88399664;88400465	88398581;88399737;88401895	+;+;+	1603	0	0	0	0	0	0
ENSMUSG00000007907	5;5	88408476;88410421	88409819;88410568	+;+	1492	0	0	0	0	0	0
ENSMUSG00000029280	5;5;5	88431550;88433741;88437054	88431639;88433807;88437559	+;+;+	663	0	0	0	0	0	0
ENSMUSG00000029281	5;5;5;5;5;5	88515581;88517203;88517842;88527208;88534341;88537544	88515654;88517269;88517911;88527746;88534407;88538078	+;+;+;+;+;+	1352	0	0	0	0	0	0
ENSMUSG00000079439	5;5	88539592;88540523	88539612;88540555	-;-	54	0	0	0	0	0	0
ENSMUSG00000079438	5;5	88583048;88583097	88583073;88583124	-;-	54	0	0	0	0	0	0
ENSMUSG00000090302	5;5;5	88697944;88706090;88711326	88698026;88706156;88711860	+;+;+	685	0	0	0	0	0	0
ENSMUSG00000064156	5;5;5	88746337;88747570;88756832	88746422;88747638;88757842	+;+;+	1166	0	0	0	0	0	0
ENSMUSG00000029282	5;5;5;5;5;5;5;5;5	88805133;88805314;88807058;88807880;88809302;88810626;88812025;88813910;88814642	88805208;88805382;88807144;88807945;88809388;88810661;88812051;88814183;88814941	+;+;+;+;+;+;+;+;+	1022	0	0	0	0	0	0
ENSMUSG00000029288	5;5;5;5;5;5;5;5;5;5;5	88885036;88885910;88888384;88889728;88890658;88892297;88893496;88894156;88894315;88894731;88896477	88885131;88885978;88888449;88889775;88890768;88892491;88893534;88894215;88894359;88894775;88897552	+;+;+;+;+;+;+;+;+;+;+	1850	0	0	0	0	0	0
ENSMUSG00000029286	5;5;5;5;5;5;5;5;5;5	88917007;88917513;88917717;88918523;88918695;88920247;88921944;88923065;88927641;88930484	88917213;88917573;88917794;88918588;88918745;88920288;88922216;88923127;88927691;88935074	+;+;+;+;+;+;+;+;+;+	5483	0	0	0	0	0	0
ENSMUSG00000067149	5;5;5;5	88949537;88951518;88955124;88956741	88950551;88951598;88955665;88956916	-;-;-;-	1814	10	9	19	10	5	12
ENSMUSG00000070697	5	88983508	88985108	+	1601	4036	4511	4228	3917	3437	3353
ENSMUSG00000029291	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	88994065;89012599;89027461;89043966;89045487;89046360;89050326;89056246;89057050;89059562;89061464;89064217;89066217;89068006;89069614;89071954;89073093;89074562;89076244;89077281;89078857	88994501;89013342;89027514;89044139;89045604;89046461;89050449;89056307;89057115;89059631;89061556;89064300;89066384;89068103;89071696;89072073;89073189;89074626;89076271;89077349;89080415	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6415	5327	5714	5223	4337	3711	3711
ENSMUSG00000044221	5;5;5;5;5;5;5;5;5;5;5;5	89088473;89091560;89092145;89093089;89094782;89099201;89100187;89101630;89102718;89104046;89104520;89104783	89089484;89091635;89092280;89093210;89094966;89099336;89100430;89101785;89102874;89104267;89104695;89105196	-;-;-;-;-;-;-;-;-;-;-;-	3036	6980	7527	6990	7100	6203	5995
ENSMUSG00000006262	5;5;5;5;5	89149880;89172329;89178550;89182185;89185120	89150146;89176375;89179034;89182348;89191083	+;+;+;+;+	10927	5571	5994	5528	5171	4533	4741
ENSMUSG00000082438	5	89168272	89168754	-	483	1	0	1	3	1	0
ENSMUSG00000029366	5;5;5;5;5;5;5	89194021;89198629;89201655;89203107;89205882;89207387;89210245	89194371;89198744;89201848;89203254;89205997;89207477;89212306	+;+;+;+;+;+;+	3078	7595	7600	6871	6693	6004	5911
ENSMUSG00000082389	5	89267034	89268427	-	1394	0	0	0	1	0	0
ENSMUSG00000060961	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	89315843;89316887;89363557;89363774;89383803;89456991;89467476;89469383;89475238;89513667;89551427;89558664;89561396;89562182;89564671;89578325;89585356;89599776;89608678;89626674;89628680;89643499;89644746;89652221;89654825;89657851;89661789;89663822;89664532	89316349;89317311;89363683;89363847;89383982;89457453;89467636;89471387;89475417;89513743;89551584;89558751;89561550;89562295;89564845;89578458;89585627;89599846;89608869;89626787;89628841;89643677;89644818;89652289;89654998;89658012;89661885;89663901;89668678	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10815	6514	6715	6493	6630	5729	5970
ENSMUSG00000035540	5;5;5;5;5;5;5;5;5;5;5;5;5	89846549;89851083;89855062;89863976;89864544;89867271;89868558;89870227;89870588;89872430;89874323;89875525;89886686	89846713;89851141;89855194;89864073;89864673;89867473;89868687;89870321;89870720;89872641;89874455;89875594;89886790	-;-;-;-;-;-;-;-;-;-;-;-;-	1666	0	1	0	0	0	0
ENSMUSG00000035528	5;5;5;5	89956454;89996832;90000607;90011666	89956561;89997168;90000706;90012765	+;+;+;+	1645	0	0	0	0	0	0
ENSMUSG00000043635	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	90102866;90112167;90113337;90115801;90120325;90122064;90123775;90125028;90127229;90129432;90130664;90131959;90134216;90135675;90136330;90136827;90137636;90139682;90150679;90204310;90263257;90290324;90310560;90311847	90106951;90112284;90113544;90115933;90120490;90122227;90123855;90125111;90127352;90129565;90130839;90132104;90134329;90135807;90136473;90136932;90137792;90139765;90150878;90204466;90264139;90290730;90310587;90312359	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8546	424	443	370	510	418	461
ENSMUSG00000084500	5	90110941	90111264	+	324	0	0	0	0	0	0
ENSMUSG00000077175	5	90257896	90258024	+	129	0	0	0	0	0	0
ENSMUSG00000043618	5	90561254	90561700	+	447	775	930	717	662	655	634
ENSMUSG00000035505	5;5;5;5;5;5;5	90643749;90644461;90646542;90647937;90648385;90651256;90652641	90644200;90644606;90646904;90648061;90648816;90651360;90653026	-;-;-;-;-;-;-	2009	797	864	826	795	683	696
ENSMUSG00000055204	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	90656215;90659831;90661266;90662926;90667964;90671889;90679400;90681710;90681892;90682520;90683665;90687459;90689110;90692284;90693016;90693652;90694456;90697357;90697663;90707268;90711876;90714066;90714513;90714861;90716274;90717609;90718263;90719973;90722227;90724610;90727012;90727565;90729014;90732937;90794692	90658366;90659995;90661444;90663174;90668176;90673519;90679549;90681720;90682047;90682967;90683836;90687575;90689205;90692446;90693191;90693865;90694598;90697502;90697774;90707416;90712628;90714168;90714656;90714988;90716361;90717718;90718454;90720210;90722321;90724843;90727159;90727712;90729170;90733090;90795211	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10054	22147	24616	23391	22365	19040	19797
ENSMUSG00000080523	5	90762598	90762651	+	54	0	0	0	0	0	0
ENSMUSG00000054945	5	90796230	90797513	+	1284	56	74	53	53	42	39
ENSMUSG00000029368	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	90889915;90890747;90891726;90893010;90893879;90894900;90896370;90897507;90898528;90899767;90901031;90901487;90903593;90904295;90905486	90890039;90890804;90891858;90893221;90894011;90894997;90896499;90897721;90898660;90899864;90901169;90901710;90903725;90904362;90905629	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2043	3	3	1	5	3	14
ENSMUSG00000054932	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	90919740;90920724;90921676;90924990;90926223;90927291;90928626;90930433;90932600;90933357;90933976;90935547;90936824;90937456;90937743	90919891;90920775;90921796;90925201;90926355;90927388;90928755;90930647;90932732;90933454;90934114;90935770;90936956;90937510;90937933	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2086	0	2	0	1	0	0
ENSMUSG00000029369	5;5;5;5;5;5;5;5;5;5;5;5;5;5	90947958;90950930;90951185;90952757;90953816;90954532;90955370;90960518;90974413;90976853;90979189;90980371;90981571;90982429	90948105;90950978;90951317;90952968;90953948;90954629;90955499;90960732;90974545;90978083;90979412;90980503;90981628;90982569	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3038	0	0	0	0	0	0
ENSMUSG00000070690	5;5;5;5;5;5;5;5	90990244;90993001;90993213;90995435;90998476;91000694;91001717;91006806	90990343;90993052;90993351;90995646;90998608;91000791;91001846;91007024	+;+;+;+;+;+;+;+	1083	4	3	2	1	1	0
ENSMUSG00000029370	5;5;5;5;5;5;5;5;5;5;5	91032102;91033069;91033272;91035441;91035802;91037825;91038741;91044821;91046733;91060534;91069413	91032974;91033166;91033390;91035492;91035903;91038018;91038838;91044963;91046811;91060632;91069513	-;-;-;-;-;-;-;-;-;-;-	1958	1	0	0	0	0	1
ENSMUSG00000029371	5;5;5;5	91188325;91188715;91188993;91189479	91188586;91188850;91189076;91190651	+;+;+;+	1655	3	5	2	5	4	4
ENSMUSG00000029372	5;5;5	91197544;91198079;91198343	91197749;91198208;91199086	+;+;+	1080	0	0	0	4	3	2
ENSMUSG00000029373	5;5;5	91201461;91201938;91202199	91201704;91202070;91202407	+;+;+	586	25	43	39	30	25	26
ENSMUSG00000029379	5;5;5;5	91215129;91215368;91215610;91216459	91215275;91215491;91215693;91217112	+;+;+;+	1009	0	1	0	1	0	0
ENSMUSG00000029375	5;5;5;5	91223560;91224225;91226969;91230276	91223654;91224354;91227052;91232093	+;+;+;+	2127	1	4	1	4	4	3
ENSMUSG00000093082	5	91225212	91225281	-	70	0	0	0	0	0	0
ENSMUSG00000029380	5;5;5;5	91320267;91320496;91320735;91321534	91320406;91320619;91320815;91322141	+;+;+;+	953	0	0	1	0	2	0
ENSMUSG00000088075	5	91322406	91322522	+	117	0	0	0	0	0	0
ENSMUSG00000058427	5;5;5	91332897;91333142;91333383	91333049;91333265;91334935	+;+;+	1830	0	1	1	0	0	0
ENSMUSG00000029376	5;5;5;5;5;5;5;5	91360222;91375816;91377849;91388731;91390316;91403349;91429520;91449178	91360459;91376000;91377971;91388883;91390423;91403441;91429645;91450386	+;+;+;+;+;+;+;+	2235	1827	1963	1980	1496	1337	1284
ENSMUSG00000035020	5;5;5;5;5	91456490;91457326;91460134;91461233;91462945	91456591;91457412;91460254;91461385;91464241	+;+;+;+;+	1760	23	17	19	20	21	22
ENSMUSG00000029377	5;5;5;5;5	91503643;91515802;91517475;91518107;91519090	91503831;91515888;91517598;91518256;91522675	+;+;+;+;+	4136	1	0	1	0	2	1
ENSMUSG00000029378	5;5;5;5;5;5	91568641;91569924;91572515;91573360;91575664;91577221	91568900;91570151;91572716;91573521;91575772;91577458	+;+;+;+;+;+	1199	259	338	246	143	144	166
ENSMUSG00000064533	5	91646924	91647030	-	107	0	0	0	0	0	0
ENSMUSG00000084111	5;5;5	91701001;92128061;92569320	91701043;92128116;92569955	-;-;-	735	15	15	20	12	25	14
ENSMUSG00000082361	5;5;5;5;5;5	91786287;91789772;91791331;91795147;91805940;91831684	91788353;91789879;91791477;91795264;91806038;91831939	-;-;-;-;-;-	2795	9	8	7	12	12	13
ENSMUSG00000034981	5;5;5;5	91946641;92022844;92042024;92051959	91946983;92023527;92042102;92055920	+;+;+;+	5068	231	255	230	553	434	432
ENSMUSG00000029397	5;5;5;5;5;5;5;5;5;5;5	92377930;92380847;92381967;92382079;92382240;92384561;92386561;92386904;92389731;92391513;92391656	92378890;92380967;92381993;92382137;92382780;92384639;92386676;92387023;92390091;92391582;92392094	-;-;-;-;-;-;-;-;-;-;-	2894	4146	4380	3942	3695	3260	3270
ENSMUSG00000060466	5;5;5;5;5	92392359;92392709;92394122;92394211;92398567	92392548;92392811;92394206;92394330;92401068	+;+;+;+;+	3000	685	709	648	537	451	480
ENSMUSG00000088102	5	92411731	92412006	+	276	0	1	5	2	0	2
ENSMUSG00000055801	5	92416501	92419330	+	2830	0	0	0	1	1	2
ENSMUSG00000029403	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	92435100;92437991;92446148;92446408;92448405;92449044;92451129;92453962;92460009;92462150;92462605;92466194;92468264;92471213;92471825	92437160;92438079;92446254;92446922;92448498;92449339;92451258;92454050;92460154;92462262;92462783;92466388;92468462;92471722;92472068	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4967	113	124	114	87	59	65
ENSMUSG00000092011	5;5;5	92472090;92476775;92482149	92472255;92476905;92484986	+;+;+	3135	35	50	31	28	28	21
ENSMUSG00000029405	5;5;5;5;5;5;5;5;5;5;5;5;5	92481172;92484410;92485295;92486994;92492363;92493351;92494778;92495518;92497351;92499383;92502186;92511776;92512361	92484079;92484528;92485423;92487096;92492461;92493531;92494880;92495608;92497524;92499464;92502304;92511943;92512761	-;-;-;-;-;-;-;-;-;-;-;-;-	4677	17740	18744	17658	17200	15346	15043
ENSMUSG00000088712	5	92485090	92485218	-	129	9	10	14	10	12	4
ENSMUSG00000088949	5	92547203	92547309	-	107	0	0	0	0	0	0
ENSMUSG00000029407	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	92566964;92581467;92581878;92587430;92595557;92596052;92596304;92599699;92602952;92606461;92609568;92610366;92610924;92616261;92616724;92616969;92618249;92621739;92623038;92624374;92627362;92628843;92630161;92630883	92567189;92581553;92581942;92587506;92595657;92596154;92596359;92599819;92603130;92606601;92609656;92610520;92611135;92616371;92616842;92617150;92618370;92621877;92623201;92624460;92627460;92628950;92630376;92631820	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3897	7130	7856	7051	7567	6597	6582
ENSMUSG00000084745	5	92622348	92622491	+	144	1	1	0	0	1	0
ENSMUSG00000029409	5;5;5;5;5;5	92638922;92639081;92640124;92641047;92641811;92644320	92639079;92639173;92640159;92641100;92641874;92644434	-;-;-;-;-;-	520	0	0	0	0	0	0
ENSMUSG00000029410	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	92656000;92657673;92659429;92660746;92663200;92664758;92667771;92673630;92673855;92674409;92675761;92676784;92678124;92679315;92679501;92682131	92656253;92657760;92659592;92660852;92663342;92664943;92668169;92673779;92673891;92674575;92675807;92676898;92678299;92679372;92679628;92682185	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2274	24	25	16	27	20	22
ENSMUSG00000029413	5;5;5;5;5;5;5;5;5;5;5	92686686;92688580;92690378;92691535;92692436;92692617;92694107;92697068;92701470;92704845;92706938	92687969;92688657;92690406;92691808;92692498;92692789;92694183;92697158;92701596;92706109;92707196	-;-;-;-;-;-;-;-;-;-;-	3720	790	814	746	1023	887	901
ENSMUSG00000029415	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	92713036;92717493;92718766;92718947;92719284;92720039;92720733;92720912;92721679;92722989;92725037;92726146;92727218;92729088;92730838;92731665;92732692;92732910;92733999;92734230;92734759;92738818	92715896;92717654;92718850;92719137;92719378;92720165;92720809;92721009;92721755;92723047;92725094;92726249;92727287;92729189;92730912;92731722;92732792;92732981;92734109;92734328;92734863;92739050	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5020	6471	6844	6413	6308	5402	5438
ENSMUSG00000088623	5	92731200	92731318	+	119	0	0	0	0	0	0
ENSMUSG00000029417	5;5;5;5	92750357;92754090;92755776;92756989	92752932;92754174;92755902;92757105	-;-;-;-	2905	7	13	6	8	8	9
ENSMUSG00000034842	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	92760853;92761874;92774138;92806001;92815913;92816789;92816872;92821495;92831022;92832621;92833863;92834969;92838296;92840168;92841191;92843268	92760938;92762008;92775796;92806076;92816017;92816841;92817237;92822203;92831054;92832682;92833892;92835005;92838328;92840221;92841297;92843654	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3932	237	230	206	161	158	126
ENSMUSG00000034855	5;5;5;5	92775664;92776500;92777027;92777780	92776411;92776920;92777241;92777915	-;-;-;-	1520	7	4	4	15	13	9
ENSMUSG00000060183	5;5;5;5	92788570;92790069;92790234;92792181	92789832;92790141;92790360;92794511	-;-;-;-	3794	3	2	1	1	2	0
ENSMUSG00000082068	5	92792930	92794537	+	1608	0	0	0	0	0	0
ENSMUSG00000034826	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	92844566;92846479;92846807;92848543;92851508;92852003;92853300;92854649;92857047;92859827;92860065;92861056;92863248;92863538;92863679;92864030	92845364;92846589;92846998;92848650;92851601;92852057;92853496;92854836;92857352;92859979;92860148;92861117;92863409;92863572;92863783;92864245	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2867	2643	2754	2643	2199	2073	1985
ENSMUSG00000088777	5	92858811	92858954	+	144	0	0	0	0	0	0
ENSMUSG00000029426	5;5;5;5;5;5;5;5;5;5;5;5	92872899;92875330;92877571;92878897;92880373;92883066;92883758;92889068;92889780;92890963;92914223;92934218	92873310;92875488;92877622;92878970;92880491;92883235;92883877;92889159;92889968;92891110;92914380;92934634	-;-;-;-;-;-;-;-;-;-;-;-	2110	6158	6456	6136	3807	3260	3296
ENSMUSG00000057068	5;5;5;5;5;5;5;5;5;5	92984114;92991247;92994954;93000563;93003595;93007498;93008630;93014282;93016542;93019542	92984173;92991583;92995087;93000736;93003739;93007599;93008710;93014437;93016619;93020308	+;+;+;+;+;+;+;+;+;+	2034	4	1	2	12	10	5
ENSMUSG00000047963	5;5;5	93032077;93033620;93033908	93032363;93033705;93035605	+;+;+	2071	76	98	86	78	61	63
ENSMUSG00000050050	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	93036980;93038985;93041471;93052395;93056453;93058621;93061441;93062322;93063262;93065217;93070037;93072756;93074537;93077675;93078962;93079720;93081080;93086895;93088709;93090559;93090951;93091659;93095707;93097698;93101699;93104084;93104199	93037519;93039092;93041629;93052462;93056512;93058680;93061589;93062447;93063342;93065375;93070149;93072908;93074726;93078157;93079159;93079839;93083198;93087009;93088819;93090635;93091278;93091768;93095924;93097834;93101742;93104153;93104297	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6195	5	4	6	5	2	6
ENSMUSG00000029381	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	93112461;93209779;93238404;93264684;93327019;93348671;93354433;93362780;93369003;93377430;93379510;93381565;93384287;93391065;93393382	93112857;93209933;93238587;93264862;93327246;93348802;93354508;93362911;93372165;93377503;93380346;93382056;93384437;93391656;93394344	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7755	1406	1413	1285	1356	1068	1164
ENSMUSG00000092266	5;5	93165231;93166213	93165295;93166468	+;+	321	0	0	0	0	0	0
ENSMUSG00000089268	5	93217477	93217588	-	112	0	0	0	0	0	0
ENSMUSG00000072828	5;5	93233246;93237576	93235612;93238514	-;-	3306	2	2	3	0	2	1
ENSMUSG00000092046	5;5	93432829;93433220	93433218;93433523	+;+	694	3	3	4	5	6	5
ENSMUSG00000089018	5	93442058	93442165	-	108	0	0	0	0	0	0
ENSMUSG00000045314	5	93470149	93474048	-	3900	5	1	3	6	2	1
ENSMUSG00000088240	5	93502887	93503022	+	136	0	0	0	0	0	0
ENSMUSG00000058013	5;5;5;5;5;5;5;5;5;5;5;5;5	93522483;93567620;93568475;93577413;93583896;93585877;93590176;93591150;93594275;93596526;93596769;93600365;93604430	93522623;93567643;93568589;93577608;93584082;93586038;93590272;93591318;93594407;93596713;93596781;93603984;93605473	+;+;+;+;+;+;+;+;+;+;+;+;+	6089	14663	16507	15064	16354	14642	14662
ENSMUSG00000063015	5;5;5;5;5;5;5;5;5	93610959;93616479;93617106;93618173;93618590;93631331;93632293;93634468;93634940	93612446;93616844;93617246;93618247;93618718;93631488;93632390;93634733;93635521	-;-;-;-;-;-;-;-;-	3303	15150	16369	15093	14771	13211	13210
ENSMUSG00000083700	5	93624824	93625205	+	382	2	4	0	2	1	0
ENSMUSG00000029384	5;5;5	93635544;93637125;93642255	93635749;93637220;93642501	+;+;+	549	5	4	4	8	3	7
ENSMUSG00000029385	5;5;5;5;5;5	93696283;93697332;93698291;93698526;93699820;93703900	93696823;93697785;93698428;93698742;93702569;93705257	+;+;+;+;+;+	5458	2848	3028	2833	2597	2263	2156
ENSMUSG00000053208	5	93819628	93822117	-	2490	7	3	2	3	3	3
ENSMUSG00000072826	5;5;5;5	93911097;93912842;93914101;93965319	93911859;93913432;93914414;93965360	-;-;-;-	1710	0	0	0	0	0	0
ENSMUSG00000070686	5;5;5;5;5;5;5	94064019;94066559;94067666;94094426;94097553;94098192;94100362	94065769;94067176;94067959;94094497;94097655;94098239;94100577	-;-;-;-;-;-;-	3102	8	6	5	25	19	21
ENSMUSG00000072824	5;5;5;5;5	94135313;94223647;94281070;94282073;94283646	94135391;94223688;94281414;94282663;94284656	+;+;+;+;+	2068	0	0	0	0	0	0
ENSMUSG00000092073	5;5	94167092;94167853	94167360;94168426	+;+	843	3	0	0	2	1	1
ENSMUSG00000072823	5;5;5;5	94353803;94355568;94356612;94499498	94354671;94356158;94356925;94499571	-;-;-;-	1848	0	0	0	0	0	0
ENSMUSG00000091252	5;5;5	94365781;94366533;94367947	94366067;94367123;94368514	+;+;+	1446	0	0	0	0	0	0
ENSMUSG00000090493	5;5;5;5	94391234;94425456;94427637;94427802	94391296;94425751;94427799;94429128	+;+;+;+	1849	0	0	0	0	0	0
ENSMUSG00000072822	5;5;5;5	94495177;94496992;94498037;94499498	94496094;94497582;94498350;94499571	-;-;-;-	1897	0	0	0	0	0	0
ENSMUSG00000072821	5;5;5;5	94505411;94507194;94507980;94509394	94505464;94507514;94508570;94510023	+;+;+;+	1596	0	0	0	0	0	0
ENSMUSG00000073500	5;5;5;5	94647063;94648002;94649552;94650291	94647337;94648592;94650115;94650297	+;+;+;+	1437	0	0	0	0	0	0
ENSMUSG00000073499	5;5;5;5	94731544;94733309;94734354;94735748	94732412;94733899;94734667;94735821	-;-;-;-	1848	0	0	0	0	0	0
ENSMUSG00000073498	5;5;5	94743494;94744249;94745660	94743780;94744836;94746002	+;+;+	1218	0	0	0	0	0	0
ENSMUSG00000073497	5;5	94810339;94812553	94810666;94814104	+;+	1880	3	1	1	7	12	18
ENSMUSG00000074011	5;5;5	94874843;94875598;94877009	94875129;94876185;94877576	+;+;+	1443	0	0	0	0	0	0
ENSMUSG00000074009	5;5;5;5	95041094;95042858;95043900;95045294	95041962;95043448;95044213;95045367	-;-;-;-	1848	0	0	0	0	0	0
ENSMUSG00000074008	5;5;5	95053038;95053792;95055204	95053324;95054379;95055546	+;+;+	1218	0	0	0	0	0	0
ENSMUSG00000074007	5;5;5;5	95077407;95111645;95112430;95113832	95077489;95111938;95113020;95115378	+;+;+;+	2515	0	0	0	0	1	0
ENSMUSG00000073509	5;5;5;5;5	95380099;95381863;95381977;95382909;95384303	95380967;95381972;95382454;95383222;95384376	-;-;-;-;-	1845	0	0	0	0	0	0
ENSMUSG00000073510	5;5;5;5	95392050;95392112;95392806;95394218	95392106;95392338;95393393;95394560	+;+;+;+	1215	0	0	0	0	0	0
ENSMUSG00000072820	5;5;5;5	95417718;95451909;95452694;95454096	95417800;95452202;95453284;95455642	+;+;+;+	2515	0	0	0	0	0	0
ENSMUSG00000092166	5;5;5;5	95535957;95537464;95538226;95539610	95535999;95537761;95538816;95540177	+;+;+;+	1500	0	0	0	0	0	0
ENSMUSG00000072818	5;5;5;5	95568294;95619956;95620930;95622498	95568335;95620269;95621520;95623260	+;+;+;+	1710	0	0	0	0	0	0
ENSMUSG00000072817	5;5;5;5	95697512;95699277;95700321;95701714	95698380;95699867;95700634;95701787	-;-;-;-	1848	0	0	0	0	0	0
ENSMUSG00000072816	5;5;5	95709481;95710236;95711647	95709767;95710823;95711989	+;+;+	1218	0	0	0	0	0	0
ENSMUSG00000079424	5;5;5;5;5	95734834;95738240;95769203;95769988;95771390	95735047;95738342;95769496;95770605;95772936	+;+;+;+;+	2776	0	0	0	2	3	1
ENSMUSG00000070677	5;5;5;5	95885825;95910605;95911572;95913123	95885920;95910918;95912162;95914583	+;+;+;+	2462	0	0	0	0	0	0
ENSMUSG00000079423	5;5	95947714;95950420	95948000;95951416	+;+	1284	0	0	0	0	0	0
ENSMUSG00000079422	5;5;5;5	96019618;96021383;96022428;96165119	96020486;96021973;96022741;96165192	-;-;-;-	1848	0	0	0	0	0	0
ENSMUSG00000090845	5;5;5;5	96057052;96091273;96093454;96093619	96057114;96091568;96093616;96094945	+;+;+;+	1849	0	0	0	0	0	0
ENSMUSG00000072815	5;5;5;5	96161109;96162623;96163668;96165119	96161725;96163213;96163981;96165192	-;-;-;-	1596	0	0	0	0	0	0
ENSMUSG00000072814	5;5;5;5	96171033;96172813;96173593;96175007	96171086;96173127;96174183;96175636	+;+;+;+	1590	0	0	0	0	0	0
ENSMUSG00000072813	5;5;5;5	96204889;96229724;96230702;96232253	96205104;96230037;96231292;96233254	+;+;+;+	2123	0	0	0	0	0	0
ENSMUSG00000078191	5	96290662	96291912	+	1251	4	4	2	5	8	3
ENSMUSG00000070146	5	96296353	96296459	+	107	0	0	0	0	0	0
ENSMUSG00000023078	5;5;5;5	96385945;96387651;96388900;96389233	96386050;96387783;96388980;96390086	+;+;+;+	1174	0	0	0	0	1	0
ENSMUSG00000034724	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	96499352;96508952;96511889;96515161;96520603;96523180;96527264;96534629;96557962;96560078;96563030;96590381;96590638;96590869;96590956;96593041	96506411;96509154;96512116;96515952;96520757;96523337;96527332;96535324;96558047;96560264;96563151;96590566;96590782;96590890;96591009;96593190	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10313	5157	5447	5015	3733	3340	3507
ENSMUSG00000029486	5;5;5;5;5;5;5;5;5;5	96638512;96639100;96642806;96652790;96655304;96656699;96660700;96667858;96691081;96693220	96638584;96639212;96642929;96653051;96655387;96656770;96660811;96668703;96691162;96695746	+;+;+;+;+;+;+;+;+;+	4295	1644	1765	1710	1247	1190	1159
